"﻿""# =========================================================================""",,,,,,,,,,,
# TARIFARIO GENERAL DE RUTAS LOGISTICAS (RESUMEN MATRICIAL) - 18/08/2026 11:07,,,,,,,,,,,
# =========================================================================,,,,,,,,,,,
MODALIDAD,ORIGEN,DESTINO,KM,LIGEROS,MEDIANO,PESADO,BUSES,LOWBOY,,,
Madrina,LAGOS DE MORENO,SAN LUIS POTOSI,160,LOWBOY,80,0,12,12,0.78,9984,119808
Madrina,LAGOS DE MORENO,SAN LUIS POTOSI,160,LOWBOY,80,0,13,13,0.76,9728,126464
Madrina,LAGOS DE MORENO,SAN LUIS POTOSI,160,LOWBOY,80,0,14,14,0.74,9472,132608
Madrina,LAGOS DE MORENO,SAN LUIS POTOSI,160,LOWBOY,80,0,15,15,0.72,9216,138240
Madrina,LAGOS DE MORENO,SINALOA (CD OBREGON),1275,LIGEROS,18,0,1,1,1,22950,22950
Madrina,LAGOS DE MORENO,SINALOA (CD OBREGON),1275,LIGEROS,18,0,2,2,0.98,22491,44982
Madrina,LAGOS DE MORENO,SINALOA (CD OBREGON),1275,LIGEROS,18,0,3,3,0.96,22032,66096
Madrina,LAGOS DE MORENO,SINALOA (CD OBREGON),1275,LIGEROS,18,0,4,4,0.94,21573,86292
Madrina,LAGOS DE MORENO,SINALOA (CD OBREGON),1275,LIGEROS,18,0,5,5,0.92,21114,105570
Madrina,LAGOS DE MORENO,SINALOA (CD OBREGON),1275,LIGEROS,18,0,6,6,0.9,20655,123930
Madrina,LAGOS DE MORENO,SINALOA (CD OBREGON),1275,LIGEROS,18,0,7,7,0.88,20196,141372
Madrina,LAGOS DE MORENO,SINALOA (CD OBREGON),1275,LIGEROS,18,0,8,8,0.86,19737,157896
Madrina,LAGOS DE MORENO,SINALOA (CD OBREGON),1275,LIGEROS,18,0,9,9,0.84,19278,173502
Madrina,LAGOS DE MORENO,SINALOA (CD OBREGON),1275,LIGEROS,18,0,10,10,0.82,18819,188190
Madrina,LAGOS DE MORENO,SINALOA (CD OBREGON),1275,LIGEROS,18,0,11,11,0.8,18360,201960
Madrina,LAGOS DE MORENO,SINALOA (CD OBREGON),1275,LIGEROS,18,0,12,12,0.78,17901,214812
Madrina,LAGOS DE MORENO,SINALOA (CD OBREGON),1275,LIGEROS,18,0,13,13,0.76,17442,226746
Madrina,LAGOS DE MORENO,SINALOA (CD OBREGON),1275,LIGEROS,18,0,14,14,0.74,16983,237762
Madrina,LAGOS DE MORENO,SINALOA (CD OBREGON),1275,LIGEROS,18,0,15,15,0.72,16524,247860
Madrina,LAGOS DE MORENO,SINALOA (CD OBREGON),1275,MEDIANO,20,0,1,1,1,25500,25500
Madrina,LAGOS DE MORENO,SINALOA (CD OBREGON),1275,MEDIANO,20,0,2,2,0.98,24990,49980
Madrina,LAGOS DE MORENO,SINALOA (CD OBREGON),1275,MEDIANO,20,0,3,3,0.96,24480,73440
Madrina,LAGOS DE MORENO,SINALOA (CD OBREGON),1275,MEDIANO,20,0,4,4,0.94,23970,95880
Madrina,LAGOS DE MORENO,SINALOA (CD OBREGON),1275,MEDIANO,20,0,5,5,0.92,23460,117300
Madrina,LAGOS DE MORENO,SINALOA (CD OBREGON),1275,MEDIANO,20,0,6,6,0.9,22950,137700
Madrina,LAGOS DE MORENO,SINALOA (CD OBREGON),1275,MEDIANO,20,0,7,7,0.88,22440,157080
Madrina,LAGOS DE MORENO,SINALOA (CD OBREGON),1275,MEDIANO,20,0,8,8,0.86,21930,175440
Madrina,LAGOS DE MORENO,SINALOA (CD OBREGON),1275,MEDIANO,20,0,9,9,0.84,21420,192780
Madrina,LAGOS DE MORENO,SINALOA (CD OBREGON),1275,MEDIANO,20,0,10,10,0.82,20910,209100
Madrina,LAGOS DE MORENO,SINALOA (CD OBREGON),1275,MEDIANO,20,0,11,11,0.8,20400,224400
Madrina,LAGOS DE MORENO,SINALOA (CD OBREGON),1275,MEDIANO,20,0,12,12,0.78,19890,238680
Madrina,LAGOS DE MORENO,SINALOA (CD OBREGON),1275,MEDIANO,20,0,13,13,0.76,19380,251940
Madrina,LAGOS DE MORENO,SINALOA (CD OBREGON),1275,MEDIANO,20,0,14,14,0.74,18870,264180
Madrina,LAGOS DE MORENO,SINALOA (CD OBREGON),1275,MEDIANO,20,0,15,15,0.72,18360,275400
Madrina,LAGOS DE MORENO,SINALOA (CD OBREGON),1275,PESADO,25,0,1,1,1,31875,31875
Madrina,LAGOS DE MORENO,SINALOA (CD OBREGON),1275,PESADO,25,0,2,2,0.98,31237.5,62475
Madrina,LAGOS DE MORENO,SINALOA (CD OBREGON),1275,PESADO,25,0,3,3,0.96,30600,91800
Madrina,LAGOS DE MORENO,SINALOA (CD OBREGON),1275,PESADO,25,0,4,4,0.94,29962.5,119850
Madrina,LAGOS DE MORENO,SINALOA (CD OBREGON),1275,PESADO,25,0,5,5,0.92,29325,146625
Madrina,LAGOS DE MORENO,SINALOA (CD OBREGON),1275,PESADO,25,0,6,6,0.9,28687.5,172125
Madrina,LAGOS DE MORENO,SINALOA (CD OBREGON),1275,PESADO,25,0,7,7,0.88,28050,196350
Madrina,LAGOS DE MORENO,SINALOA (CD OBREGON),1275,PESADO,25,0,8,8,0.86,27412.5,219300
Madrina,LAGOS DE MORENO,SINALOA (CD OBREGON),1275,PESADO,25,0,9,9,0.84,26775,240975
Madrina,LAGOS DE MORENO,SINALOA (CD OBREGON),1275,PESADO,25,0,10,10,0.82,26137.5,261375
Madrina,LAGOS DE MORENO,SINALOA (CD OBREGON),1275,PESADO,25,0,11,11,0.8,25500,280500
Madrina,LAGOS DE MORENO,SINALOA (CD OBREGON),1275,PESADO,25,0,12,12,0.78,24862.5,298350
Madrina,LAGOS DE MORENO,SINALOA (CD OBREGON),1275,PESADO,25,0,13,13,0.76,24225,314925
Madrina,LAGOS DE MORENO,SINALOA (CD OBREGON),1275,PESADO,25,0,14,14,0.74,23587.5,330225
Madrina,LAGOS DE MORENO,SINALOA (CD OBREGON),1275,PESADO,25,0,15,15,0.72,22950,344250
Madrina,LAGOS DE MORENO,SINALOA (CD OBREGON),1275,BUSES,28,0,1,1,1,35700,35700
Madrina,LAGOS DE MORENO,SINALOA (CD OBREGON),1275,BUSES,28,0,2,2,0.98,34986,69972
Madrina,LAGOS DE MORENO,SINALOA (CD OBREGON),1275,BUSES,28,0,3,3,0.96,34272,102816
Madrina,LAGOS DE MORENO,SINALOA (CD OBREGON),1275,BUSES,28,0,4,4,0.94,33558,134232
Madrina,LAGOS DE MORENO,SINALOA (CD OBREGON),1275,BUSES,28,0,5,5,0.92,32844,164220
Madrina,LAGOS DE MORENO,SINALOA (CD OBREGON),1275,BUSES,28,0,6,6,0.9,32130,192780
Madrina,LAGOS DE MORENO,SINALOA (CD OBREGON),1275,BUSES,28,0,7,7,0.88,31416,219912
Madrina,LAGOS DE MORENO,SINALOA (CD OBREGON),1275,BUSES,28,0,8,8,0.86,30702,245616
Madrina,LAGOS DE MORENO,SINALOA (CD OBREGON),1275,BUSES,28,0,9,9,0.84,29988,269892
Madrina,LAGOS DE MORENO,SINALOA (CD OBREGON),1275,BUSES,28,0,10,10,0.82,29274,292740
Madrina,LAGOS DE MORENO,SINALOA (CD OBREGON),1275,BUSES,28,0,11,11,0.8,28560,314160
Madrina,LAGOS DE MORENO,SINALOA (CD OBREGON),1275,BUSES,28,0,12,12,0.78,27846,334152
Madrina,LAGOS DE MORENO,SINALOA (CD OBREGON),1275,BUSES,28,0,13,13,0.76,27132,352716
Madrina,LAGOS DE MORENO,SINALOA (CD OBREGON),1275,BUSES,28,0,14,14,0.74,26418,369852
Madrina,LAGOS DE MORENO,SINALOA (CD OBREGON),1275,BUSES,28,0,15,15,0.72,25704,385560
Madrina,LAGOS DE MORENO,SINALOA (CD OBREGON),1275,LOWBOY,80,0,1,1,1,102000,102000
Madrina,LAGOS DE MORENO,SINALOA (CD OBREGON),1275,LOWBOY,80,0,2,2,0.98,99960,199920
Madrina,LAGOS DE MORENO,SINALOA (CD OBREGON),1275,LOWBOY,80,0,3,3,0.96,97920,293760
Madrina,LAGOS DE MORENO,SINALOA (CD OBREGON),1275,LOWBOY,80,0,4,4,0.94,95880,383520
Madrina,LAGOS DE MORENO,SINALOA (CD OBREGON),1275,LOWBOY,80,0,5,5,0.92,93840,469200
Madrina,LAGOS DE MORENO,SINALOA (CD OBREGON),1275,LOWBOY,80,0,6,6,0.9,91800,550800
Madrina,LAGOS DE MORENO,SINALOA (CD OBREGON),1275,LOWBOY,80,0,7,7,0.88,89760,628320
Madrina,LAGOS DE MORENO,SINALOA (CD OBREGON),1275,LOWBOY,80,0,8,8,0.86,87720,701760
Madrina,LAGOS DE MORENO,SINALOA (CD OBREGON),1275,LOWBOY,80,0,9,9,0.84,85680,771120
Madrina,LAGOS DE MORENO,SINALOA (CD OBREGON),1275,LOWBOY,80,0,10,10,0.82,83640,836400
Madrina,LAGOS DE MORENO,SINALOA (CD OBREGON),1275,LOWBOY,80,0,11,11,0.8,81600,897600
Madrina,LAGOS DE MORENO,SINALOA (CD OBREGON),1275,LOWBOY,80,0,12,12,0.78,79560,954720
Madrina,LAGOS DE MORENO,SINALOA (CD OBREGON),1275,LOWBOY,80,0,13,13,0.76,77520,1007760
Madrina,LAGOS DE MORENO,SINALOA (CD OBREGON),1275,LOWBOY,80,0,14,14,0.74,75480,1056720
Madrina,LAGOS DE MORENO,SINALOA (CD OBREGON),1275,LOWBOY,80,0,15,15,0.72,73440,1101600
Madrina,LAGOS DE MORENO,SINALOA (CULIACAN),852,LIGEROS,18,0,1,1,1,15336,15336
Madrina,LAGOS DE MORENO,SINALOA (CULIACAN),852,LIGEROS,18,0,2,2,0.98,15029.28,30058.56
Madrina,LAGOS DE MORENO,SINALOA (CULIACAN),852,LIGEROS,18,0,3,3,0.96,14722.56,44167.68
Madrina,LAGOS DE MORENO,SINALOA (CULIACAN),852,LIGEROS,18,0,4,4,0.94,14415.84,57663.36
Madrina,LAGOS DE MORENO,SINALOA (CULIACAN),852,LIGEROS,18,0,5,5,0.92,14109.12,70545.6
Madrina,LAGOS DE MORENO,SINALOA (CULIACAN),852,LIGEROS,18,0,6,6,0.9,13802.4,82814.4
Madrina,LAGOS DE MORENO,SINALOA (CULIACAN),852,LIGEROS,18,0,7,7,0.88,13495.68,94469.76
Madrina,LAGOS DE MORENO,SINALOA (CULIACAN),852,LIGEROS,18,0,8,8,0.86,13188.96,105511.68
Madrina,LAGOS DE MORENO,SINALOA (CULIACAN),852,LIGEROS,18,0,9,9,0.84,12882.24,115940.16
Madrina,LAGOS DE MORENO,SINALOA (CULIACAN),852,LIGEROS,18,0,10,10,0.82,12575.52,125755.2
Madrina,LAGOS DE MORENO,SINALOA (CULIACAN),852,LIGEROS,18,0,11,11,0.8,12268.8,134956.8
Madrina,LAGOS DE MORENO,SINALOA (CULIACAN),852,LIGEROS,18,0,12,12,0.78,11962.08,143544.96
Madrina,LAGOS DE MORENO,SINALOA (CULIACAN),852,LIGEROS,18,0,13,13,0.76,11655.36,151519.68
Madrina,LAGOS DE MORENO,SINALOA (CULIACAN),852,LIGEROS,18,0,14,14,0.74,11348.64,158880.96
Madrina,LAGOS DE MORENO,SINALOA (CULIACAN),852,LIGEROS,18,0,15,15,0.72,11041.92,165628.8
Madrina,LAGOS DE MORENO,SINALOA (CULIACAN),852,MEDIANO,20,0,1,1,1,17040,17040
Madrina,LAGOS DE MORENO,SINALOA (CULIACAN),852,MEDIANO,20,0,2,2,0.98,16699.2,33398.4
Madrina,LAGOS DE MORENO,SINALOA (CULIACAN),852,MEDIANO,20,0,3,3,0.96,16358.4,49075.2
Madrina,LAGOS DE MORENO,SINALOA (CULIACAN),852,MEDIANO,20,0,4,4,0.94,16017.6,64070.4
Madrina,LAGOS DE MORENO,SINALOA (CULIACAN),852,MEDIANO,20,0,5,5,0.92,15676.8,78384
Madrina,LAGOS DE MORENO,SINALOA (CULIACAN),852,MEDIANO,20,0,6,6,0.9,15336,92016
Madrina,LAGOS DE MORENO,SINALOA (CULIACAN),852,MEDIANO,20,0,7,7,0.88,14995.2,104966.4
Madrina,LAGOS DE MORENO,SINALOA (CULIACAN),852,MEDIANO,20,0,8,8,0.86,14654.4,117235.2
Madrina,LAGOS DE MORENO,SINALOA (CULIACAN),852,MEDIANO,20,0,9,9,0.84,14313.6,128822.4
Madrina,LAGOS DE MORENO,SINALOA (CULIACAN),852,MEDIANO,20,0,10,10,0.82,13972.8,139728
Madrina,LAGOS DE MORENO,SINALOA (CULIACAN),852,MEDIANO,20,0,11,11,0.8,13632,149952
Madrina,LAGOS DE MORENO,SINALOA (CULIACAN),852,MEDIANO,20,0,12,12,0.78,13291.2,159494.4
Madrina,LAGOS DE MORENO,SINALOA (CULIACAN),852,MEDIANO,20,0,13,13,0.76,12950.4,168355.2
Madrina,LAGOS DE MORENO,SINALOA (CULIACAN),852,MEDIANO,20,0,14,14,0.74,12609.6,176534.4
Madrina,LAGOS DE MORENO,SINALOA (CULIACAN),852,MEDIANO,20,0,15,15,0.72,12268.8,184032
Madrina,LAGOS DE MORENO,SINALOA (CULIACAN),852,PESADO,25,0,1,1,1,21300,21300
Madrina,LAGOS DE MORENO,SINALOA (CULIACAN),852,PESADO,25,0,2,2,0.98,20874,41748
Madrina,LAGOS DE MORENO,SINALOA (CULIACAN),852,PESADO,25,0,3,3,0.96,20448,61344
Madrina,LAGOS DE MORENO,SINALOA (CULIACAN),852,PESADO,25,0,4,4,0.94,20022,80088
Madrina,LAGOS DE MORENO,SINALOA (CULIACAN),852,PESADO,25,0,5,5,0.92,19596,97980
Madrina,LAGOS DE MORENO,SINALOA (CULIACAN),852,PESADO,25,0,6,6,0.9,19170,115020
Madrina,LAGOS DE MORENO,SINALOA (CULIACAN),852,PESADO,25,0,7,7,0.88,18744,131208
Madrina,LAGOS DE MORENO,SINALOA (CULIACAN),852,PESADO,25,0,8,8,0.86,18318,146544
Madrina,LAGOS DE MORENO,SINALOA (CULIACAN),852,PESADO,25,0,9,9,0.84,17892,161028
Madrina,LAGOS DE MORENO,SINALOA (CULIACAN),852,PESADO,25,0,10,10,0.82,17466,174660
Madrina,LAGOS DE MORENO,SINALOA (CULIACAN),852,PESADO,25,0,11,11,0.8,17040,187440
Madrina,LAGOS DE MORENO,SINALOA (CULIACAN),852,PESADO,25,0,12,12,0.78,16614,199368
Madrina,LAGOS DE MORENO,SINALOA (CULIACAN),852,PESADO,25,0,13,13,0.76,16188,210444
Madrina,LAGOS DE MORENO,SINALOA (CULIACAN),852,PESADO,25,0,14,14,0.74,15762,220668
Madrina,LAGOS DE MORENO,SINALOA (CULIACAN),852,PESADO,25,0,15,15,0.72,15336,230040
Madrina,LAGOS DE MORENO,SINALOA (CULIACAN),852,BUSES,28,0,1,1,1,23856,23856
Madrina,LAGOS DE MORENO,SINALOA (CULIACAN),852,BUSES,28,0,2,2,0.98,23378.88,46757.76
Madrina,LAGOS DE MORENO,SINALOA (CULIACAN),852,BUSES,28,0,3,3,0.96,22901.76,68705.28
Madrina,LAGOS DE MORENO,SINALOA (CULIACAN),852,BUSES,28,0,4,4,0.94,22424.64,89698.56
Madrina,LAGOS DE MORENO,SINALOA (CULIACAN),852,BUSES,28,0,5,5,0.92,21947.52,109737.6
Madrina,LAGOS DE MORENO,SINALOA (CULIACAN),852,BUSES,28,0,6,6,0.9,21470.4,128822.4
Madrina,LAGOS DE MORENO,SINALOA (CULIACAN),852,BUSES,28,0,7,7,0.88,20993.28,146952.96
Madrina,LAGOS DE MORENO,SINALOA (CULIACAN),852,BUSES,28,0,8,8,0.86,20516.16,164129.28
Madrina,LAGOS DE MORENO,SINALOA (CULIACAN),852,BUSES,28,0,9,9,0.84,20039.04,180351.36
Madrina,LAGOS DE MORENO,SINALOA (CULIACAN),852,BUSES,28,0,10,10,0.82,19561.92,195619.2
Madrina,LAGOS DE MORENO,SINALOA (CULIACAN),852,BUSES,28,0,11,11,0.8,19084.8,209932.8
Madrina,LAGOS DE MORENO,SINALOA (CULIACAN),852,BUSES,28,0,12,12,0.78,18607.68,223292.16
Madrina,LAGOS DE MORENO,SINALOA (CULIACAN),852,BUSES,28,0,13,13,0.76,18130.56,235697.28
Madrina,LAGOS DE MORENO,SINALOA (CULIACAN),852,BUSES,28,0,14,14,0.74,17653.44,247148.16
Madrina,LAGOS DE MORENO,SINALOA (CULIACAN),852,BUSES,28,0,15,15,0.72,17176.32,257644.8
Madrina,LAGOS DE MORENO,SINALOA (CULIACAN),852,LOWBOY,80,0,1,1,1,68160,68160
Madrina,LAGOS DE MORENO,SINALOA (CULIACAN),852,LOWBOY,80,0,2,2,0.98,66796.8,133593.6
Madrina,LAGOS DE MORENO,SINALOA (CULIACAN),852,LOWBOY,80,0,3,3,0.96,65433.6,196300.8
Madrina,LAGOS DE MORENO,SINALOA (CULIACAN),852,LOWBOY,80,0,4,4,0.94,64070.4,256281.6
Madrina,LAGOS DE MORENO,SINALOA (CULIACAN),852,LOWBOY,80,0,5,5,0.92,62707.2,313536
Madrina,LAGOS DE MORENO,SINALOA (CULIACAN),852,LOWBOY,80,0,6,6,0.9,61344,368064
Madrina,LAGOS DE MORENO,SINALOA (CULIACAN),852,LOWBOY,80,0,7,7,0.88,59980.8,419865.6
Madrina,LAGOS DE MORENO,SINALOA (CULIACAN),852,LOWBOY,80,0,8,8,0.86,58617.6,468940.8
Madrina,LAGOS DE MORENO,SINALOA (CULIACAN),852,LOWBOY,80,0,9,9,0.84,57254.4,515289.6
Madrina,LAGOS DE MORENO,SINALOA (CULIACAN),852,LOWBOY,80,0,10,10,0.82,55891.2,558912
Madrina,LAGOS DE MORENO,SINALOA (CULIACAN),852,LOWBOY,80,0,11,11,0.8,54528,599808
Madrina,LAGOS DE MORENO,SINALOA (CULIACAN),852,LOWBOY,80,0,12,12,0.78,53164.8,637977.6
Madrina,LAGOS DE MORENO,SINALOA (CULIACAN),852,LOWBOY,80,0,13,13,0.76,51801.6,673420.8
Madrina,LAGOS DE MORENO,SINALOA (CULIACAN),852,LOWBOY,80,0,14,14,0.74,50438.4,706137.6
Madrina,LAGOS DE MORENO,SINALOA (CULIACAN),852,LOWBOY,80,0,15,15,0.72,49075.2,736128
Madrina,LAGOS DE MORENO,SONORA (HERMOSILLO),1540,LIGEROS,18,0,1,1,1,27720,27720
Madrina,LAGOS DE MORENO,SONORA (HERMOSILLO),1540,LIGEROS,18,0,2,2,0.98,27165.6,54331.2
Madrina,LAGOS DE MORENO,SONORA (HERMOSILLO),1540,LIGEROS,18,0,3,3,0.96,26611.2,79833.6
Madrina,LAGOS DE MORENO,SONORA (HERMOSILLO),1540,LIGEROS,18,0,4,4,0.94,26056.8,104227.2
Madrina,LAGOS DE MORENO,SONORA (HERMOSILLO),1540,LIGEROS,18,0,5,5,0.92,25502.4,127512
Madrina,LAGOS DE MORENO,SONORA (HERMOSILLO),1540,LIGEROS,18,0,6,6,0.9,24948,149688
Madrina,LAGOS DE MORENO,SONORA (HERMOSILLO),1540,LIGEROS,18,0,7,7,0.88,24393.6,170755.2
Madrina,LAGOS DE MORENO,SONORA (HERMOSILLO),1540,LIGEROS,18,0,8,8,0.86,23839.2,190713.6
Madrina,LAGOS DE MORENO,SONORA (HERMOSILLO),1540,LIGEROS,18,0,9,9,0.84,23284.8,209563.2
Madrina,LAGOS DE MORENO,SONORA (HERMOSILLO),1540,LIGEROS,18,0,10,10,0.82,22730.4,227304
Madrina,LAGOS DE MORENO,SONORA (HERMOSILLO),1540,LIGEROS,18,0,11,11,0.8,22176,243936
Madrina,LAGOS DE MORENO,SONORA (HERMOSILLO),1540,LIGEROS,18,0,12,12,0.78,21621.6,259459.2
Madrina,LAGOS DE MORENO,SONORA (HERMOSILLO),1540,LIGEROS,18,0,13,13,0.76,21067.2,273873.6
Madrina,LAGOS DE MORENO,SONORA (HERMOSILLO),1540,LIGEROS,18,0,14,14,0.74,20512.8,287179.2
Madrina,LAGOS DE MORENO,SONORA (HERMOSILLO),1540,LIGEROS,18,0,15,15,0.72,19958.4,299376
Madrina,LAGOS DE MORENO,SONORA (HERMOSILLO),1540,MEDIANO,20,0,1,1,1,30800,30800
Madrina,LAGOS DE MORENO,SONORA (HERMOSILLO),1540,MEDIANO,20,0,2,2,0.98,30184,60368
Madrina,LAGOS DE MORENO,SONORA (HERMOSILLO),1540,MEDIANO,20,0,3,3,0.96,29568,88704
Madrina,LAGOS DE MORENO,SONORA (HERMOSILLO),1540,MEDIANO,20,0,4,4,0.94,28952,115808
Madrina,LAGOS DE MORENO,SONORA (HERMOSILLO),1540,MEDIANO,20,0,5,5,0.92,28336,141680
Madrina,LAGOS DE MORENO,SONORA (HERMOSILLO),1540,MEDIANO,20,0,6,6,0.9,27720,166320
Madrina,LAGOS DE MORENO,SONORA (HERMOSILLO),1540,MEDIANO,20,0,7,7,0.88,27104,189728
Madrina,LAGOS DE MORENO,SONORA (HERMOSILLO),1540,MEDIANO,20,0,8,8,0.86,26488,211904
Madrina,LAGOS DE MORENO,SONORA (HERMOSILLO),1540,MEDIANO,20,0,9,9,0.84,25872,232848
Madrina,LAGOS DE MORENO,SONORA (HERMOSILLO),1540,MEDIANO,20,0,10,10,0.82,25256,252560
Madrina,LAGOS DE MORENO,SONORA (HERMOSILLO),1540,MEDIANO,20,0,11,11,0.8,24640,271040
Madrina,LAGOS DE MORENO,SONORA (HERMOSILLO),1540,MEDIANO,20,0,12,12,0.78,24024,288288
Madrina,LAGOS DE MORENO,SONORA (HERMOSILLO),1540,MEDIANO,20,0,13,13,0.76,23408,304304
Madrina,LAGOS DE MORENO,SONORA (HERMOSILLO),1540,MEDIANO,20,0,14,14,0.74,22792,319088
Madrina,LAGOS DE MORENO,SONORA (HERMOSILLO),1540,MEDIANO,20,0,15,15,0.72,22176,332640
Madrina,LAGOS DE MORENO,SONORA (HERMOSILLO),1540,PESADO,25,0,1,1,1,38500,38500
Madrina,LAGOS DE MORENO,SONORA (HERMOSILLO),1540,PESADO,25,0,2,2,0.98,37730,75460
Madrina,LAGOS DE MORENO,SONORA (HERMOSILLO),1540,PESADO,25,0,3,3,0.96,36960,110880
Madrina,LAGOS DE MORENO,SONORA (HERMOSILLO),1540,PESADO,25,0,4,4,0.94,36190,144760
Madrina,LAGOS DE MORENO,SONORA (HERMOSILLO),1540,PESADO,25,0,5,5,0.92,35420,177100
Madrina,LAGOS DE MORENO,SONORA (HERMOSILLO),1540,PESADO,25,0,6,6,0.9,34650,207900
Madrina,LAGOS DE MORENO,SONORA (HERMOSILLO),1540,PESADO,25,0,7,7,0.88,33880,237160
Madrina,LAGOS DE MORENO,SONORA (HERMOSILLO),1540,PESADO,25,0,8,8,0.86,33110,264880
Madrina,LAGOS DE MORENO,SONORA (HERMOSILLO),1540,PESADO,25,0,9,9,0.84,32340,291060
Madrina,LAGOS DE MORENO,SONORA (HERMOSILLO),1540,PESADO,25,0,10,10,0.82,31570,315700
Madrina,LAGOS DE MORENO,SONORA (HERMOSILLO),1540,PESADO,25,0,11,11,0.8,30800,338800
Madrina,LAGOS DE MORENO,SONORA (HERMOSILLO),1540,PESADO,25,0,12,12,0.78,30030,360360
Madrina,LAGOS DE MORENO,SONORA (HERMOSILLO),1540,PESADO,25,0,13,13,0.76,29260,380380
Madrina,LAGOS DE MORENO,SONORA (HERMOSILLO),1540,PESADO,25,0,14,14,0.74,28490,398860
Madrina,LAGOS DE MORENO,SONORA (HERMOSILLO),1540,PESADO,25,0,15,15,0.72,27720,415800
Madrina,LAGOS DE MORENO,SONORA (HERMOSILLO),1540,BUSES,28,0,1,1,1,43120,43120
Madrina,LAGOS DE MORENO,SONORA (HERMOSILLO),1540,BUSES,28,0,2,2,0.98,42257.6,84515.2
Madrina,LAGOS DE MORENO,SONORA (HERMOSILLO),1540,BUSES,28,0,3,3,0.96,41395.2,124185.6
Madrina,LAGOS DE MORENO,SONORA (HERMOSILLO),1540,BUSES,28,0,4,4,0.94,40532.8,162131.2
Madrina,LAGOS DE MORENO,SONORA (HERMOSILLO),1540,BUSES,28,0,5,5,0.92,39670.4,198352
Madrina,LAGOS DE MORENO,SONORA (HERMOSILLO),1540,BUSES,28,0,6,6,0.9,38808,232848
Madrina,LAGOS DE MORENO,SONORA (HERMOSILLO),1540,BUSES,28,0,7,7,0.88,37945.6,265619.2
Madrina,LAGOS DE MORENO,SONORA (HERMOSILLO),1540,BUSES,28,0,8,8,0.86,37083.2,296665.6
Madrina,LAGOS DE MORENO,SONORA (HERMOSILLO),1540,BUSES,28,0,9,9,0.84,36220.8,325987.2
Madrina,LAGOS DE MORENO,SONORA (HERMOSILLO),1540,BUSES,28,0,10,10,0.82,35358.4,353584
Madrina,LAGOS DE MORENO,SONORA (HERMOSILLO),1540,BUSES,28,0,11,11,0.8,34496,379456
Madrina,LAGOS DE MORENO,SONORA (HERMOSILLO),1540,BUSES,28,0,12,12,0.78,33633.6,403603.2
Madrina,LAGOS DE MORENO,SONORA (HERMOSILLO),1540,BUSES,28,0,13,13,0.76,32771.2,426025.6
Madrina,LAGOS DE MORENO,SONORA (HERMOSILLO),1540,BUSES,28,0,14,14,0.74,31908.8,446723.2
Madrina,LAGOS DE MORENO,SONORA (HERMOSILLO),1540,BUSES,28,0,15,15,0.72,31046.4,465696
Madrina,LAGOS DE MORENO,SONORA (HERMOSILLO),1540,LOWBOY,80,0,1,1,1,123200,123200
Madrina,LAGOS DE MORENO,SONORA (HERMOSILLO),1540,LOWBOY,80,0,2,2,0.98,120736,241472
Madrina,LAGOS DE MORENO,SONORA (HERMOSILLO),1540,LOWBOY,80,0,3,3,0.96,118272,354816
Madrina,LAGOS DE MORENO,SONORA (HERMOSILLO),1540,LOWBOY,80,0,4,4,0.94,115808,463232
Madrina,LAGOS DE MORENO,SONORA (HERMOSILLO),1540,LOWBOY,80,0,5,5,0.92,113344,566720
Madrina,LAGOS DE MORENO,SONORA (HERMOSILLO),1540,LOWBOY,80,0,6,6,0.9,110880,665280
Madrina,LAGOS DE MORENO,SONORA (HERMOSILLO),1540,LOWBOY,80,0,7,7,0.88,108416,758912
Madrina,LAGOS DE MORENO,SONORA (HERMOSILLO),1540,LOWBOY,80,0,8,8,0.86,105952,847616
Madrina,LAGOS DE MORENO,SONORA (HERMOSILLO),1540,LOWBOY,80,0,9,9,0.84,103488,931392
Madrina,LAGOS DE MORENO,SONORA (HERMOSILLO),1540,LOWBOY,80,0,10,10,0.82,101024,1010240
Madrina,LAGOS DE MORENO,SONORA (HERMOSILLO),1540,LOWBOY,80,0,11,11,0.8,98560,1084160
Madrina,LAGOS DE MORENO,SONORA (HERMOSILLO),1540,LOWBOY,80,0,12,12,0.78,96096,1153152
Madrina,LAGOS DE MORENO,SONORA (HERMOSILLO),1540,LOWBOY,80,0,13,13,0.76,93632,1217216
Madrina,LAGOS DE MORENO,SONORA (HERMOSILLO),1540,LOWBOY,80,0,14,14,0.74,91168,1276352
Madrina,LAGOS DE MORENO,SONORA (HERMOSILLO),1540,LOWBOY,80,0,15,15,0.72,88704,1330560
Madrina,LAGOS DE MORENO,TABASCO (VILLAHERMOSA),1170,LIGEROS,18,0,1,1,1,21060,21060
Madrina,LAGOS DE MORENO,TABASCO (VILLAHERMOSA),1170,LIGEROS,18,0,2,2,0.98,20638.8,41277.6
Madrina,LAGOS DE MORENO,TABASCO (VILLAHERMOSA),1170,LIGEROS,18,0,3,3,0.96,20217.6,60652.8
Madrina,LAGOS DE MORENO,TABASCO (VILLAHERMOSA),1170,LIGEROS,18,0,4,4,0.94,19796.4,79185.6
Madrina,LAGOS DE MORENO,TABASCO (VILLAHERMOSA),1170,LIGEROS,18,0,5,5,0.92,19375.2,96876
Madrina,LAGOS DE MORENO,TABASCO (VILLAHERMOSA),1170,LIGEROS,18,0,6,6,0.9,18954,113724
