"﻿""# =========================================================================""",,,,,,,,,,,
# TARIFARIO GENERAL DE RUTAS LOGISTICAS (RESUMEN MATRICIAL) - 18/08/2026 11:07,,,,,,,,,,,
# =========================================================================,,,,,,,,,,,
MODALIDAD,ORIGEN,DESTINO,KM,LIGEROS,MEDIANO,PESADO,BUSES,LOWBOY,,,
Madrina,LAGOS DE MORENO,PUEBLA (ECO TRUKS),545,BUSES,28,0,13,13,0.76,11597.6,150768.8
Madrina,LAGOS DE MORENO,PUEBLA (ECO TRUKS),545,BUSES,28,0,14,14,0.74,11292.4,158093.6
Madrina,LAGOS DE MORENO,PUEBLA (ECO TRUKS),545,BUSES,28,0,15,15,0.72,10987.2,164808
Madrina,LAGOS DE MORENO,PUEBLA (ECO TRUKS),545,LOWBOY,80,0,1,1,1,43600,43600
Madrina,LAGOS DE MORENO,PUEBLA (ECO TRUKS),545,LOWBOY,80,0,2,2,0.98,42728,85456
Madrina,LAGOS DE MORENO,PUEBLA (ECO TRUKS),545,LOWBOY,80,0,3,3,0.96,41856,125568
Madrina,LAGOS DE MORENO,PUEBLA (ECO TRUKS),545,LOWBOY,80,0,4,4,0.94,40984,163936
Madrina,LAGOS DE MORENO,PUEBLA (ECO TRUKS),545,LOWBOY,80,0,5,5,0.92,40112,200560
Madrina,LAGOS DE MORENO,PUEBLA (ECO TRUKS),545,LOWBOY,80,0,6,6,0.9,39240,235440
Madrina,LAGOS DE MORENO,PUEBLA (ECO TRUKS),545,LOWBOY,80,0,7,7,0.88,38368,268576
Madrina,LAGOS DE MORENO,PUEBLA (ECO TRUKS),545,LOWBOY,80,0,8,8,0.86,37496,299968
Madrina,LAGOS DE MORENO,PUEBLA (ECO TRUKS),545,LOWBOY,80,0,9,9,0.84,36624,329616
Madrina,LAGOS DE MORENO,PUEBLA (ECO TRUKS),545,LOWBOY,80,0,10,10,0.82,35752,357520
Madrina,LAGOS DE MORENO,PUEBLA (ECO TRUKS),545,LOWBOY,80,0,11,11,0.8,34880,383680
Madrina,LAGOS DE MORENO,PUEBLA (ECO TRUKS),545,LOWBOY,80,0,12,12,0.78,34008,408096
Madrina,LAGOS DE MORENO,PUEBLA (ECO TRUKS),545,LOWBOY,80,0,13,13,0.76,33136,430768
Madrina,LAGOS DE MORENO,PUEBLA (ECO TRUKS),545,LOWBOY,80,0,14,14,0.74,32264,451696
Madrina,LAGOS DE MORENO,PUEBLA (ECO TRUKS),545,LOWBOY,80,0,15,15,0.72,31392,470880
Madrina,LAGOS DE MORENO,QUERETARO,249,LIGEROS,18,0,1,1,1,4482,4482
Madrina,LAGOS DE MORENO,QUERETARO,249,LIGEROS,18,0,2,2,0.98,4392.36,8784.72
Madrina,LAGOS DE MORENO,QUERETARO,249,LIGEROS,18,0,3,3,0.96,4302.72,12908.16
Madrina,LAGOS DE MORENO,QUERETARO,249,LIGEROS,18,0,4,4,0.94,4213.08,16852.32
Madrina,LAGOS DE MORENO,QUERETARO,249,LIGEROS,18,0,5,5,0.92,4123.44,20617.2
Madrina,LAGOS DE MORENO,QUERETARO,249,LIGEROS,18,0,6,6,0.9,4033.8,24202.8
Madrina,LAGOS DE MORENO,QUERETARO,249,LIGEROS,18,0,7,7,0.88,3944.16,27609.12
Madrina,LAGOS DE MORENO,QUERETARO,249,LIGEROS,18,0,8,8,0.86,3854.52,30836.16
Madrina,LAGOS DE MORENO,QUERETARO,249,LIGEROS,18,0,9,9,0.84,3764.88,33883.92
Madrina,LAGOS DE MORENO,QUERETARO,249,LIGEROS,18,0,10,10,0.82,3675.24,36752.4
Madrina,LAGOS DE MORENO,QUERETARO,249,LIGEROS,18,0,11,11,0.8,3585.6,39441.6
Madrina,LAGOS DE MORENO,QUERETARO,249,LIGEROS,18,0,12,12,0.78,3495.96,41951.52
Madrina,LAGOS DE MORENO,QUERETARO,249,LIGEROS,18,0,13,13,0.76,3406.32,44282.16
Madrina,LAGOS DE MORENO,QUERETARO,249,LIGEROS,18,0,14,14,0.74,3316.68,46433.52
Madrina,LAGOS DE MORENO,QUERETARO,249,LIGEROS,18,0,15,15,0.72,3227.04,48405.6
Madrina,LAGOS DE MORENO,QUERETARO,249,MEDIANO,20,0,1,1,1,4980,4980
Madrina,LAGOS DE MORENO,QUERETARO,249,MEDIANO,20,0,2,2,0.98,4880.4,9760.8
Madrina,LAGOS DE MORENO,QUERETARO,249,MEDIANO,20,0,3,3,0.96,4780.8,14342.4
Madrina,LAGOS DE MORENO,QUERETARO,249,MEDIANO,20,0,4,4,0.94,4681.2,18724.8
Madrina,LAGOS DE MORENO,QUERETARO,249,MEDIANO,20,0,5,5,0.92,4581.6,22908
Madrina,LAGOS DE MORENO,QUERETARO,249,MEDIANO,20,0,6,6,0.9,4482,26892
Madrina,LAGOS DE MORENO,QUERETARO,249,MEDIANO,20,0,7,7,0.88,4382.4,30676.8
Madrina,LAGOS DE MORENO,QUERETARO,249,MEDIANO,20,0,8,8,0.86,4282.8,34262.4
Madrina,LAGOS DE MORENO,QUERETARO,249,MEDIANO,20,0,9,9,0.84,4183.2,37648.8
Madrina,LAGOS DE MORENO,QUERETARO,249,MEDIANO,20,0,10,10,0.82,4083.6,40836
Madrina,LAGOS DE MORENO,QUERETARO,249,MEDIANO,20,0,11,11,0.8,3984,43824
Madrina,LAGOS DE MORENO,QUERETARO,249,MEDIANO,20,0,12,12,0.78,3884.4,46612.8
Madrina,LAGOS DE MORENO,QUERETARO,249,MEDIANO,20,0,13,13,0.76,3784.8,49202.4
Madrina,LAGOS DE MORENO,QUERETARO,249,MEDIANO,20,0,14,14,0.74,3685.2,51592.8
Madrina,LAGOS DE MORENO,QUERETARO,249,MEDIANO,20,0,15,15,0.72,3585.6,53784
Madrina,LAGOS DE MORENO,QUERETARO,249,PESADO,25,0,1,1,1,6225,6225
Madrina,LAGOS DE MORENO,QUERETARO,249,PESADO,25,0,2,2,0.98,6100.5,12201
Madrina,LAGOS DE MORENO,QUERETARO,249,PESADO,25,0,3,3,0.96,5976,17928
Madrina,LAGOS DE MORENO,QUERETARO,249,PESADO,25,0,4,4,0.94,5851.5,23406
Madrina,LAGOS DE MORENO,QUERETARO,249,PESADO,25,0,5,5,0.92,5727,28635
Madrina,LAGOS DE MORENO,QUERETARO,249,PESADO,25,0,6,6,0.9,5602.5,33615
Madrina,LAGOS DE MORENO,QUERETARO,249,PESADO,25,0,7,7,0.88,5478,38346
Madrina,LAGOS DE MORENO,QUERETARO,249,PESADO,25,0,8,8,0.86,5353.5,42828
Madrina,LAGOS DE MORENO,QUERETARO,249,PESADO,25,0,9,9,0.84,5229,47061
Madrina,LAGOS DE MORENO,QUERETARO,249,PESADO,25,0,10,10,0.82,5104.5,51045
Madrina,LAGOS DE MORENO,QUERETARO,249,PESADO,25,0,11,11,0.8,4980,54780
Madrina,LAGOS DE MORENO,QUERETARO,249,PESADO,25,0,12,12,0.78,4855.5,58266
Madrina,LAGOS DE MORENO,QUERETARO,249,PESADO,25,0,13,13,0.76,4731,61503
Madrina,LAGOS DE MORENO,QUERETARO,249,PESADO,25,0,14,14,0.74,4606.5,64491
Madrina,LAGOS DE MORENO,QUERETARO,249,PESADO,25,0,15,15,0.72,4482,67230
Madrina,LAGOS DE MORENO,QUERETARO,249,BUSES,28,0,1,1,1,6972,6972
Madrina,LAGOS DE MORENO,QUERETARO,249,BUSES,28,0,2,2,0.98,6832.56,13665.12
Madrina,LAGOS DE MORENO,QUERETARO,249,BUSES,28,0,3,3,0.96,6693.12,20079.36
Madrina,LAGOS DE MORENO,QUERETARO,249,BUSES,28,0,4,4,0.94,6553.68,26214.72
Madrina,LAGOS DE MORENO,QUERETARO,249,BUSES,28,0,5,5,0.92,6414.24,32071.2
Madrina,LAGOS DE MORENO,QUERETARO,249,BUSES,28,0,6,6,0.9,6274.8,37648.8
Madrina,LAGOS DE MORENO,QUERETARO,249,BUSES,28,0,7,7,0.88,6135.36,42947.52
Madrina,LAGOS DE MORENO,QUERETARO,249,BUSES,28,0,8,8,0.86,5995.92,47967.36
Madrina,LAGOS DE MORENO,QUERETARO,249,BUSES,28,0,9,9,0.84,5856.48,52708.32
Madrina,LAGOS DE MORENO,QUERETARO,249,BUSES,28,0,10,10,0.82,5717.04,57170.4
Madrina,LAGOS DE MORENO,QUERETARO,249,BUSES,28,0,11,11,0.8,5577.6,61353.6
Madrina,LAGOS DE MORENO,QUERETARO,249,BUSES,28,0,12,12,0.78,5438.16,65257.92
Madrina,LAGOS DE MORENO,QUERETARO,249,BUSES,28,0,13,13,0.76,5298.72,68883.36
Madrina,LAGOS DE MORENO,QUERETARO,249,BUSES,28,0,14,14,0.74,5159.28,72229.92
Madrina,LAGOS DE MORENO,QUERETARO,249,BUSES,28,0,15,15,0.72,5019.84,75297.6
Madrina,LAGOS DE MORENO,QUERETARO,249,LOWBOY,80,0,1,1,1,19920,19920
Madrina,LAGOS DE MORENO,QUERETARO,249,LOWBOY,80,0,2,2,0.98,19521.6,39043.2
Madrina,LAGOS DE MORENO,QUERETARO,249,LOWBOY,80,0,3,3,0.96,19123.2,57369.6
Madrina,LAGOS DE MORENO,QUERETARO,249,LOWBOY,80,0,4,4,0.94,18724.8,74899.2
Madrina,LAGOS DE MORENO,QUERETARO,249,LOWBOY,80,0,5,5,0.92,18326.4,91632
Madrina,LAGOS DE MORENO,QUERETARO,249,LOWBOY,80,0,6,6,0.9,17928,107568
Madrina,LAGOS DE MORENO,QUERETARO,249,LOWBOY,80,0,7,7,0.88,17529.6,122707.2
Madrina,LAGOS DE MORENO,QUERETARO,249,LOWBOY,80,0,8,8,0.86,17131.2,137049.6
Madrina,LAGOS DE MORENO,QUERETARO,249,LOWBOY,80,0,9,9,0.84,16732.8,150595.2
Madrina,LAGOS DE MORENO,QUERETARO,249,LOWBOY,80,0,10,10,0.82,16334.4,163344
Madrina,LAGOS DE MORENO,QUERETARO,249,LOWBOY,80,0,11,11,0.8,15936,175296
Madrina,LAGOS DE MORENO,QUERETARO,249,LOWBOY,80,0,12,12,0.78,15537.6,186451.2
Madrina,LAGOS DE MORENO,QUERETARO,249,LOWBOY,80,0,13,13,0.76,15139.2,196809.6
Madrina,LAGOS DE MORENO,QUERETARO,249,LOWBOY,80,0,14,14,0.74,14740.8,206371.2
Madrina,LAGOS DE MORENO,QUERETARO,249,LOWBOY,80,0,15,15,0.72,14342.4,215136
Madrina,LAGOS DE MORENO,QUINTANA ROO (CANCUN),2017,LIGEROS,18,0,1,1,1,36306,36306
Madrina,LAGOS DE MORENO,QUINTANA ROO (CANCUN),2017,LIGEROS,18,0,2,2,0.98,35579.88,71159.76
Madrina,LAGOS DE MORENO,QUINTANA ROO (CANCUN),2017,LIGEROS,18,0,3,3,0.96,34853.76,104561.28
Madrina,LAGOS DE MORENO,QUINTANA ROO (CANCUN),2017,LIGEROS,18,0,4,4,0.94,34127.64,136510.56
Madrina,LAGOS DE MORENO,QUINTANA ROO (CANCUN),2017,LIGEROS,18,0,5,5,0.92,33401.52,167007.6
Madrina,LAGOS DE MORENO,QUINTANA ROO (CANCUN),2017,LIGEROS,18,0,6,6,0.9,32675.4,196052.4
Madrina,LAGOS DE MORENO,QUINTANA ROO (CANCUN),2017,LIGEROS,18,0,7,7,0.88,31949.28,223644.96
Madrina,LAGOS DE MORENO,QUINTANA ROO (CANCUN),2017,LIGEROS,18,0,8,8,0.86,31223.16,249785.28
Madrina,LAGOS DE MORENO,QUINTANA ROO (CANCUN),2017,LIGEROS,18,0,9,9,0.84,30497.04,274473.36
Madrina,LAGOS DE MORENO,QUINTANA ROO (CANCUN),2017,LIGEROS,18,0,10,10,0.82,29770.92,297709.2
Madrina,LAGOS DE MORENO,QUINTANA ROO (CANCUN),2017,LIGEROS,18,0,11,11,0.8,29044.8,319492.8
Madrina,LAGOS DE MORENO,QUINTANA ROO (CANCUN),2017,LIGEROS,18,0,12,12,0.78,28318.68,339824.16
Madrina,LAGOS DE MORENO,QUINTANA ROO (CANCUN),2017,LIGEROS,18,0,13,13,0.76,27592.56,358703.28
Madrina,LAGOS DE MORENO,QUINTANA ROO (CANCUN),2017,LIGEROS,18,0,14,14,0.74,26866.44,376130.16
Madrina,LAGOS DE MORENO,QUINTANA ROO (CANCUN),2017,LIGEROS,18,0,15,15,0.72,26140.32,392104.8
Madrina,LAGOS DE MORENO,QUINTANA ROO (CANCUN),2017,MEDIANO,20,0,1,1,1,40340,40340
Madrina,LAGOS DE MORENO,QUINTANA ROO (CANCUN),2017,MEDIANO,20,0,2,2,0.98,39533.2,79066.4
Madrina,LAGOS DE MORENO,QUINTANA ROO (CANCUN),2017,MEDIANO,20,0,3,3,0.96,38726.4,116179.2
Madrina,LAGOS DE MORENO,QUINTANA ROO (CANCUN),2017,MEDIANO,20,0,4,4,0.94,37919.6,151678.4
Madrina,LAGOS DE MORENO,QUINTANA ROO (CANCUN),2017,MEDIANO,20,0,5,5,0.92,37112.8,185564
Madrina,LAGOS DE MORENO,QUINTANA ROO (CANCUN),2017,MEDIANO,20,0,6,6,0.9,36306,217836
Madrina,LAGOS DE MORENO,QUINTANA ROO (CANCUN),2017,MEDIANO,20,0,7,7,0.88,35499.2,248494.4
Madrina,LAGOS DE MORENO,QUINTANA ROO (CANCUN),2017,MEDIANO,20,0,8,8,0.86,34692.4,277539.2
Madrina,LAGOS DE MORENO,QUINTANA ROO (CANCUN),2017,MEDIANO,20,0,9,9,0.84,33885.6,304970.4
Madrina,LAGOS DE MORENO,QUINTANA ROO (CANCUN),2017,MEDIANO,20,0,10,10,0.82,33078.8,330788
Madrina,LAGOS DE MORENO,QUINTANA ROO (CANCUN),2017,MEDIANO,20,0,11,11,0.8,32272,354992
Madrina,LAGOS DE MORENO,QUINTANA ROO (CANCUN),2017,MEDIANO,20,0,12,12,0.78,31465.2,377582.4
Madrina,LAGOS DE MORENO,QUINTANA ROO (CANCUN),2017,MEDIANO,20,0,13,13,0.76,30658.4,398559.2
Madrina,LAGOS DE MORENO,QUINTANA ROO (CANCUN),2017,MEDIANO,20,0,14,14,0.74,29851.6,417922.4
Madrina,LAGOS DE MORENO,QUINTANA ROO (CANCUN),2017,MEDIANO,20,0,15,15,0.72,29044.8,435672
Madrina,LAGOS DE MORENO,QUINTANA ROO (CANCUN),2017,PESADO,25,0,1,1,1,50425,50425
Madrina,LAGOS DE MORENO,QUINTANA ROO (CANCUN),2017,PESADO,25,0,2,2,0.98,49416.5,98833
Madrina,LAGOS DE MORENO,QUINTANA ROO (CANCUN),2017,PESADO,25,0,3,3,0.96,48408,145224
Madrina,LAGOS DE MORENO,QUINTANA ROO (CANCUN),2017,PESADO,25,0,4,4,0.94,47399.5,189598
Madrina,LAGOS DE MORENO,QUINTANA ROO (CANCUN),2017,PESADO,25,0,5,5,0.92,46391,231955
Madrina,LAGOS DE MORENO,QUINTANA ROO (CANCUN),2017,PESADO,25,0,6,6,0.9,45382.5,272295
Madrina,LAGOS DE MORENO,QUINTANA ROO (CANCUN),2017,PESADO,25,0,7,7,0.88,44374,310618
Madrina,LAGOS DE MORENO,QUINTANA ROO (CANCUN),2017,PESADO,25,0,8,8,0.86,43365.5,346924
Madrina,LAGOS DE MORENO,QUINTANA ROO (CANCUN),2017,PESADO,25,0,9,9,0.84,42357,381213
Madrina,LAGOS DE MORENO,QUINTANA ROO (CANCUN),2017,PESADO,25,0,10,10,0.82,41348.5,413485
Madrina,LAGOS DE MORENO,QUINTANA ROO (CANCUN),2017,PESADO,25,0,11,11,0.8,40340,443740
Madrina,LAGOS DE MORENO,QUINTANA ROO (CANCUN),2017,PESADO,25,0,12,12,0.78,39331.5,471978
Madrina,LAGOS DE MORENO,QUINTANA ROO (CANCUN),2017,PESADO,25,0,13,13,0.76,38323,498199
Madrina,LAGOS DE MORENO,QUINTANA ROO (CANCUN),2017,PESADO,25,0,14,14,0.74,37314.5,522403
Madrina,LAGOS DE MORENO,QUINTANA ROO (CANCUN),2017,PESADO,25,0,15,15,0.72,36306,544590
Madrina,LAGOS DE MORENO,QUINTANA ROO (CANCUN),2017,BUSES,28,0,1,1,1,56476,56476
Madrina,LAGOS DE MORENO,QUINTANA ROO (CANCUN),2017,BUSES,28,0,2,2,0.98,55346.48,110692.96
Madrina,LAGOS DE MORENO,QUINTANA ROO (CANCUN),2017,BUSES,28,0,3,3,0.96,54216.96,162650.88
Madrina,LAGOS DE MORENO,QUINTANA ROO (CANCUN),2017,BUSES,28,0,4,4,0.94,53087.44,212349.76
Madrina,LAGOS DE MORENO,QUINTANA ROO (CANCUN),2017,BUSES,28,0,5,5,0.92,51957.92,259789.6
Madrina,LAGOS DE MORENO,QUINTANA ROO (CANCUN),2017,BUSES,28,0,6,6,0.9,50828.4,304970.4
Madrina,LAGOS DE MORENO,QUINTANA ROO (CANCUN),2017,BUSES,28,0,7,7,0.88,49698.88,347892.16
Madrina,LAGOS DE MORENO,QUINTANA ROO (CANCUN),2017,BUSES,28,0,8,8,0.86,48569.36,388554.88
Madrina,LAGOS DE MORENO,QUINTANA ROO (CANCUN),2017,BUSES,28,0,9,9,0.84,47439.84,426958.56
Madrina,LAGOS DE MORENO,QUINTANA ROO (CANCUN),2017,BUSES,28,0,10,10,0.82,46310.32,463103.2
Madrina,LAGOS DE MORENO,QUINTANA ROO (CANCUN),2017,BUSES,28,0,11,11,0.8,45180.8,496988.8
Madrina,LAGOS DE MORENO,QUINTANA ROO (CANCUN),2017,BUSES,28,0,12,12,0.78,44051.28,528615.36
Madrina,LAGOS DE MORENO,QUINTANA ROO (CANCUN),2017,BUSES,28,0,13,13,0.76,42921.76,557982.88
Madrina,LAGOS DE MORENO,QUINTANA ROO (CANCUN),2017,BUSES,28,0,14,14,0.74,41792.24,585091.36
Madrina,LAGOS DE MORENO,QUINTANA ROO (CANCUN),2017,BUSES,28,0,15,15,0.72,40662.72,609940.8
Madrina,LAGOS DE MORENO,QUINTANA ROO (CANCUN),2017,LOWBOY,80,0,1,1,1,161360,161360
Madrina,LAGOS DE MORENO,QUINTANA ROO (CANCUN),2017,LOWBOY,80,0,2,2,0.98,158132.8,316265.6
Madrina,LAGOS DE MORENO,QUINTANA ROO (CANCUN),2017,LOWBOY,80,0,3,3,0.96,154905.6,464716.8
Madrina,LAGOS DE MORENO,QUINTANA ROO (CANCUN),2017,LOWBOY,80,0,4,4,0.94,151678.4,606713.6
Madrina,LAGOS DE MORENO,QUINTANA ROO (CANCUN),2017,LOWBOY,80,0,5,5,0.92,148451.2,742256
Madrina,LAGOS DE MORENO,QUINTANA ROO (CANCUN),2017,LOWBOY,80,0,6,6,0.9,145224,871344
Madrina,LAGOS DE MORENO,QUINTANA ROO (CANCUN),2017,LOWBOY,80,0,7,7,0.88,141996.8,993977.6
Madrina,LAGOS DE MORENO,QUINTANA ROO (CANCUN),2017,LOWBOY,80,0,8,8,0.86,138769.6,1110156.8
Madrina,LAGOS DE MORENO,QUINTANA ROO (CANCUN),2017,LOWBOY,80,0,9,9,0.84,135542.4,1219881.6
Madrina,LAGOS DE MORENO,QUINTANA ROO (CANCUN),2017,LOWBOY,80,0,10,10,0.82,132315.2,1323152
Madrina,LAGOS DE MORENO,QUINTANA ROO (CANCUN),2017,LOWBOY,80,0,11,11,0.8,129088,1419968
Madrina,LAGOS DE MORENO,QUINTANA ROO (CANCUN),2017,LOWBOY,80,0,12,12,0.78,125860.8,1510329.6
Madrina,LAGOS DE MORENO,QUINTANA ROO (CANCUN),2017,LOWBOY,80,0,13,13,0.76,122633.6,1594236.8
Madrina,LAGOS DE MORENO,QUINTANA ROO (CANCUN),2017,LOWBOY,80,0,14,14,0.74,119406.4,1671689.6
Madrina,LAGOS DE MORENO,QUINTANA ROO (CANCUN),2017,LOWBOY,80,0,15,15,0.72,116179.2,1742688
Madrina,LAGOS DE MORENO,SAN LUIS POTOSI,160,LIGEROS,18,0,1,1,1,2880,2880
Madrina,LAGOS DE MORENO,SAN LUIS POTOSI,160,LIGEROS,18,0,2,2,0.98,2822.4,5644.8
Madrina,LAGOS DE MORENO,SAN LUIS POTOSI,160,LIGEROS,18,0,3,3,0.96,2764.8,8294.4
Madrina,LAGOS DE MORENO,SAN LUIS POTOSI,160,LIGEROS,18,0,4,4,0.94,2707.2,10828.8
Madrina,LAGOS DE MORENO,SAN LUIS POTOSI,160,LIGEROS,18,0,5,5,0.92,2649.6,13248
Madrina,LAGOS DE MORENO,SAN LUIS POTOSI,160,LIGEROS,18,0,6,6,0.9,2592,15552
Madrina,LAGOS DE MORENO,SAN LUIS POTOSI,160,LIGEROS,18,0,7,7,0.88,2534.4,17740.8
Madrina,LAGOS DE MORENO,SAN LUIS POTOSI,160,LIGEROS,18,0,8,8,0.86,2476.8,19814.4
Madrina,LAGOS DE MORENO,SAN LUIS POTOSI,160,LIGEROS,18,0,9,9,0.84,2419.2,21772.8
Madrina,LAGOS DE MORENO,SAN LUIS POTOSI,160,LIGEROS,18,0,10,10,0.82,2361.6,23616
Madrina,LAGOS DE MORENO,SAN LUIS POTOSI,160,LIGEROS,18,0,11,11,0.8,2304,25344
Madrina,LAGOS DE MORENO,SAN LUIS POTOSI,160,LIGEROS,18,0,12,12,0.78,2246.4,26956.8
Madrina,LAGOS DE MORENO,SAN LUIS POTOSI,160,LIGEROS,18,0,13,13,0.76,2188.8,28454.4
Madrina,LAGOS DE MORENO,SAN LUIS POTOSI,160,LIGEROS,18,0,14,14,0.74,2131.2,29836.8
Madrina,LAGOS DE MORENO,SAN LUIS POTOSI,160,LIGEROS,18,0,15,15,0.72,2073.6,31104
Madrina,LAGOS DE MORENO,SAN LUIS POTOSI,160,MEDIANO,20,0,1,1,1,3200,3200
Madrina,LAGOS DE MORENO,SAN LUIS POTOSI,160,MEDIANO,20,0,2,2,0.98,3136,6272
Madrina,LAGOS DE MORENO,SAN LUIS POTOSI,160,MEDIANO,20,0,3,3,0.96,3072,9216
Madrina,LAGOS DE MORENO,SAN LUIS POTOSI,160,MEDIANO,20,0,4,4,0.94,3008,12032
Madrina,LAGOS DE MORENO,SAN LUIS POTOSI,160,MEDIANO,20,0,5,5,0.92,2944,14720
Madrina,LAGOS DE MORENO,SAN LUIS POTOSI,160,MEDIANO,20,0,6,6,0.9,2880,17280
Madrina,LAGOS DE MORENO,SAN LUIS POTOSI,160,MEDIANO,20,0,7,7,0.88,2816,19712
Madrina,LAGOS DE MORENO,SAN LUIS POTOSI,160,MEDIANO,20,0,8,8,0.86,2752,22016
Madrina,LAGOS DE MORENO,SAN LUIS POTOSI,160,MEDIANO,20,0,9,9,0.84,2688,24192
Madrina,LAGOS DE MORENO,SAN LUIS POTOSI,160,MEDIANO,20,0,10,10,0.82,2624,26240
Madrina,LAGOS DE MORENO,SAN LUIS POTOSI,160,MEDIANO,20,0,11,11,0.8,2560,28160
Madrina,LAGOS DE MORENO,SAN LUIS POTOSI,160,MEDIANO,20,0,12,12,0.78,2496,29952
Madrina,LAGOS DE MORENO,SAN LUIS POTOSI,160,MEDIANO,20,0,13,13,0.76,2432,31616
Madrina,LAGOS DE MORENO,SAN LUIS POTOSI,160,MEDIANO,20,0,14,14,0.74,2368,33152
Madrina,LAGOS DE MORENO,SAN LUIS POTOSI,160,MEDIANO,20,0,15,15,0.72,2304,34560
Madrina,LAGOS DE MORENO,SAN LUIS POTOSI,160,PESADO,25,0,1,1,1,4000,4000
Madrina,LAGOS DE MORENO,SAN LUIS POTOSI,160,PESADO,25,0,2,2,0.98,3920,7840
Madrina,LAGOS DE MORENO,SAN LUIS POTOSI,160,PESADO,25,0,3,3,0.96,3840,11520
Madrina,LAGOS DE MORENO,SAN LUIS POTOSI,160,PESADO,25,0,4,4,0.94,3760,15040
Madrina,LAGOS DE MORENO,SAN LUIS POTOSI,160,PESADO,25,0,5,5,0.92,3680,18400
Madrina,LAGOS DE MORENO,SAN LUIS POTOSI,160,PESADO,25,0,6,6,0.9,3600,21600
Madrina,LAGOS DE MORENO,SAN LUIS POTOSI,160,PESADO,25,0,7,7,0.88,3520,24640
Madrina,LAGOS DE MORENO,SAN LUIS POTOSI,160,PESADO,25,0,8,8,0.86,3440,27520
Madrina,LAGOS DE MORENO,SAN LUIS POTOSI,160,PESADO,25,0,9,9,0.84,3360,30240
Madrina,LAGOS DE MORENO,SAN LUIS POTOSI,160,PESADO,25,0,10,10,0.82,3280,32800
Madrina,LAGOS DE MORENO,SAN LUIS POTOSI,160,PESADO,25,0,11,11,0.8,3200,35200
Madrina,LAGOS DE MORENO,SAN LUIS POTOSI,160,PESADO,25,0,12,12,0.78,3120,37440
Madrina,LAGOS DE MORENO,SAN LUIS POTOSI,160,PESADO,25,0,13,13,0.76,3040,39520
Madrina,LAGOS DE MORENO,SAN LUIS POTOSI,160,PESADO,25,0,14,14,0.74,2960,41440
Madrina,LAGOS DE MORENO,SAN LUIS POTOSI,160,PESADO,25,0,15,15,0.72,2880,43200
Madrina,LAGOS DE MORENO,SAN LUIS POTOSI,160,BUSES,28,0,1,1,1,4480,4480
Madrina,LAGOS DE MORENO,SAN LUIS POTOSI,160,BUSES,28,0,2,2,0.98,4390.4,8780.8
Madrina,LAGOS DE MORENO,SAN LUIS POTOSI,160,BUSES,28,0,3,3,0.96,4300.8,12902.4
Madrina,LAGOS DE MORENO,SAN LUIS POTOSI,160,BUSES,28,0,4,4,0.94,4211.2,16844.8
Madrina,LAGOS DE MORENO,SAN LUIS POTOSI,160,BUSES,28,0,5,5,0.92,4121.6,20608
Madrina,LAGOS DE MORENO,SAN LUIS POTOSI,160,BUSES,28,0,6,6,0.9,4032,24192
Madrina,LAGOS DE MORENO,SAN LUIS POTOSI,160,BUSES,28,0,7,7,0.88,3942.4,27596.8
Madrina,LAGOS DE MORENO,SAN LUIS POTOSI,160,BUSES,28,0,8,8,0.86,3852.8,30822.4
Madrina,LAGOS DE MORENO,SAN LUIS POTOSI,160,BUSES,28,0,9,9,0.84,3763.2,33868.8
Madrina,LAGOS DE MORENO,SAN LUIS POTOSI,160,BUSES,28,0,10,10,0.82,3673.6,36736
Madrina,LAGOS DE MORENO,SAN LUIS POTOSI,160,BUSES,28,0,11,11,0.8,3584,39424
Madrina,LAGOS DE MORENO,SAN LUIS POTOSI,160,BUSES,28,0,12,12,0.78,3494.4,41932.8
Madrina,LAGOS DE MORENO,SAN LUIS POTOSI,160,BUSES,28,0,13,13,0.76,3404.8,44262.4
Madrina,LAGOS DE MORENO,SAN LUIS POTOSI,160,BUSES,28,0,14,14,0.74,3315.2,46412.8
Madrina,LAGOS DE MORENO,SAN LUIS POTOSI,160,BUSES,28,0,15,15,0.72,3225.6,48384
Madrina,LAGOS DE MORENO,SAN LUIS POTOSI,160,LOWBOY,80,0,1,1,1,12800,12800
Madrina,LAGOS DE MORENO,SAN LUIS POTOSI,160,LOWBOY,80,0,2,2,0.98,12544,25088
Madrina,LAGOS DE MORENO,SAN LUIS POTOSI,160,LOWBOY,80,0,3,3,0.96,12288,36864
Madrina,LAGOS DE MORENO,SAN LUIS POTOSI,160,LOWBOY,80,0,4,4,0.94,12032,48128
Madrina,LAGOS DE MORENO,SAN LUIS POTOSI,160,LOWBOY,80,0,5,5,0.92,11776,58880
Madrina,LAGOS DE MORENO,SAN LUIS POTOSI,160,LOWBOY,80,0,6,6,0.9,11520,69120
Madrina,LAGOS DE MORENO,SAN LUIS POTOSI,160,LOWBOY,80,0,7,7,0.88,11264,78848
Madrina,LAGOS DE MORENO,SAN LUIS POTOSI,160,LOWBOY,80,0,8,8,0.86,11008,88064
Madrina,LAGOS DE MORENO,SAN LUIS POTOSI,160,LOWBOY,80,0,9,9,0.84,10752,96768
Madrina,LAGOS DE MORENO,SAN LUIS POTOSI,160,LOWBOY,80,0,10,10,0.82,10496,104960
Madrina,LAGOS DE MORENO,SAN LUIS POTOSI,160,LOWBOY,80,0,11,11,0.8,10240,112640
